authorID,rank,name,PaperCount,CitationCount,PaperCount_field,authorRank,CitationCount_field,hIndex_field,FellowType
2157095084,12104,Antonio Torralba,332,45716,27,505,8032,19,
2310626402,13366,BenoÃ®t Macq,542,9080,21,852,210,7,
2146164273,16116,Steffen Koch,56,790,22,807,399,11,
2119332700,14226,Katsuro Inoue,357,4356,21,870,382,8,
27377996,12424,Henning Hermjakob,321,48812,20,904,815,12,
1421201823,16360,ÄŒenÄ›k Å aÅ¡inka,88,191,23,729,77,6,
2098652694,16844,Kyungwon Lee,54,145,33,339,49,4,
2122551673,16807,Tobias GÃ¼nther,57,244,25,578,138,7,
2158734040,15846,Maria Cristina Ferreira de Oliveira,107,953,33,332,320,9,
2123408939,15864,Fanny Chevalier,90,1096,24,651,460,11,
2126101459,13138,Jie Yang,930,23895,28,468,411,11,
2171354718,12418,Mubarak Shah,536,38990,20,952,1158,13,
2137243443,14016,Toshiaki Setoguchi,475,3146,22,792,15,2,
2311940500,16591,Daisuke Matsuoka,55,125,23,685,24,3,
2139473605,13607,Chunhua Shen,540,14598,26,541,914,19,
2152283363,14063,Anton van den Hengel,314,9211,23,717,890,17,
2071059012,15850,Tze How New,106,969,27,501,435,13,
2059910451,13227,Jiebo Luo,694,17187,34,299,1198,16,1
2155536069,14110,Yongdong Zhang,440,7289,31,390,585,12,
2172281910,14253,Stephen C. North,78,4948,24,624,1900,15,
272170598,15507,Alex Endert,101,1746,57,117,1224,20,
287829391,16077,Eric D. Ragan,81,823,23,708,361,9,
2079150322,13894,Wangmeng Zuo,378,10918,24,628,703,9,
2299437103,12594,Lei Zhang,934,40975,38,237,1224,13,
2102662993,13934,Junsong Yuan,332,9115,26,557,396,10,
310679509,12073,Alan C. Bovik,780,58093,37,256,2606,13,
2101428169,14318,Joseph J. LaViola,204,5381,25,600,536,9,
1732002837,15232,Theodore J. Heindel,182,2317,22,790,378,8,
2671904776,16066,Takumi Washio,111,461,20,938,8,1,
2115571276,14777,Luis P. Bernal,149,2489,24,636,955,10,
2028271254,16717,Matthew Brehmer,31,506,21,893,465,8,
2009084615,14542,Scott Klasky,214,4172,39,230,1346,14,
2051372983,15892,Marco DAmbros,46,1562,20,973,358,12,
2168344630,16474,Bianchi Serique Meiguins,81,168,30,398,69,4,
2140209713,15604,Christopher Collins,65,1635,34,309,1132,14,
2227253382,12784,Xiaogang Wang,338,33333,23,702,1927,19,
2156474971,15294,Thomas Schultz,146,2544,20,932,228,8,
2116717946,13744,Qingming Huang,550,8604,50,139,1406,18,
2152823110,14522,Hongxun Yao,338,4640,24,647,984,12,
2673033531,15026,Yang Yang,216,3969,20,939,459,12,
2165599877,14240,Xian Sheng Hua,276,6773,26,542,1007,17,
2224605647,13585,JongWon Kim,904,6585,20,954,60,4,
1132515649,14830,Giuseppe Carenini,156,3111,23,723,493,11,
2123438108,14506,Srinivas Garimella,233,5061,27,504,504,10,
2148914699,15602,Jiawan Zhang,130,980,23,714,64,4,
2406723774,14873,Paul M. Danehy,218,2400,37,265,421,14,
2205162176,13355,Jeffrey H. Siewerdsen,559,12738,27,513,293,9,
2113885942,15633,Miriah Meyer,71,1583,34,297,1022,18,
1821145341,15355,Faramarz Samavati,159,1605,21,883,99,5,
2126481209,14146,Alexander Wong,582,6016,22,797,115,6,
60800564,16306,Marian DÃ¶rk,38,741,23,743,469,9,
2142547891,13932,Ling Shao,487,11771,36,279,1102,17,
2205887465,13309,Lambertus Hesselink,449,11388,32,365,652,13,
2104129307,12878,Dacheng Tao,1100,38303,43,188,2355,22,1
1167787926,15809,Kresimir Matkovic,100,943,33,325,455,11,
2024442029,15715,Fernando V. Paulovich,88,1577,34,315,661,13,
2054530053,14076,Hans Torp,280,7226,20,974,189,7,
2152398198,15275,AntÃ³nio M. Lopes,204,1686,22,802,166,6,
2297569978,13757,J. A. Tenreiro Machado,600,11202,24,627,155,6,
2122383799,15302,Penousal Machado,187,1388,24,650,55,5,
2572481585,15441,Akira Kageyama,138,1372,36,281,132,6,
2303020434,16286,Yasuki Nakayama,81,205,28,461,17,3,
2118392113,14059,Reinhard Schneider,175,9883,23,695,1388,14,
1993670098,16354,Jessica Hullman,48,766,24,674,520,12,
2112462370,12373,Ming Hsuan Yang,527,42747,36,271,3579,27,
2276031476,14339,Yoshiyuki Taenaka,464,2090,24,623,234,8,
2096604688,15277,Julio C. Martinez,68,1786,21,865,598,13,
252695556,12838,Steven Feiner,321,14566,30,418,3081,13,
2021196530,13416,John R. Thome,442,14870,21,892,1251,13,
2048481453,12673,Horst Bischof,747,27461,21,861,522,12,
2098617350,16034,Joe Ayres,69,1073,21,874,310,9,
1250704735,13319,C. C. Jay Kuo,907,10055,24,679,496,9,
2126187437,14199,Junwei Han,321,9557,24,652,1059,12,
2001448651,12293,Ephraim M Sparrow,766,23769,25,610,1002,15,
1518638123,13569,Issam Mudawar,281,14338,20,986,888,13,
2103608908,15900,Weiwei Cui,49,1566,31,374,1079,14,
2021419464,15220,Denis Gracanin,186,1350,26,564,301,8,
2175430514,15314,Ibrahim Hassan,187,1345,20,953,112,6,
2003408012,17031,Shinzaburo Umeda,85,55,47,611,33,3,
2344022959,14251,Paul A. Iaizzo,484,5301,20,907,26,3,
1775603343,16344,Barbora KozlÃ­kovÃ¡,73,863,35,289,307,8,
1484056470,13417,Ephraim Gutmark,767,9874,27,522,493,11,
2618525930,15770,Anwar E. Ahmed,140,954,26,558,343,8,
2122031388,17234,Jia Kun Chen,29,173,20,925,94,6,
2344905332,14649,Jochen Teizer,163,4811,20,908,895,12,
2120202076,13121,Ian Reid,411,18610,21,871,431,9,
1976127618,15724,Serhiy Yarusevych,136,1159,22,775,220,9,
1428825657,14302,Veerle Cnudde,437,5089,23,730,591,10,
2581263356,14745,Lei Shi,90,1937,33,344,342,12,
2309498492,17191,Hideo Miyachi,44,30,23,687,24,2,
2805412652,15065,T.F. Lin,101,2470,23,709,321,11,
1971724911,16929,Fumiaki Araki,41,83,20,1000,26,3,
2170254632,15656,Keizo Watanabe,120,620,20,950,70,5,
2026874867,16772,Tetsuhiro Tsukiji,57,57,20,983,32,3,
2123954037,12048,Larry S. Davis,677,35510,21,817,1261,13,
2034595988,15870,Alexander Lex,71,1589,35,290,1336,14,
2223275083,13667,Devi Parikh,239,13155,23,701,3539,16,
257767137,13254,Nils Gehlenborg,129,33994,37,258,1757,14,
1988903348,15909,Koichi Ichimiya,145,316,20,985,35,2,
709117735,14616,Miki Haseyama,481,1268,42,196,65,4,
2026617432,13415,Suresh V. Garimella,561,15775,29,434,1005,13,
2110342502,15687,Zhicheng Liu,47,1695,21,855,529,10,
2120873243,14743,Hong Hua,158,3980,21,872,374,10,
123419233,15114,Raimund Dachselt,175,2292,32,346,471,13,
2239304286,13154,Kristen Grauman,252,16298,27,510,2926,20,
141108112,14900,Adrienne GrÃªt Regamey,250,3757,20,996,136,6,
2100407811,15329,Takahiro Ogawa,267,534,38,245,60,4,
2157485457,14388,Hong Qin,336,4401,23,711,313,10,
1976188885,16689,Attila Barsi,49,245,29,432,137,7,
2103394594,15595,Michel A. Westenberg,80,1337,26,551,276,9,
2127938735,16006,Tsutomu Nozaki,121,170,29,443,11,2,
2112656704,14294,Yong Man Ro,393,4013,28,494,293,9,
2171996713,16608,Hanqi Guo,46,504,21,896,323,9,
2141644904,15585,Tetsuo Saga,115,778,22,805,279,5,
2080966806,13814,Eckehard Steinbach,414,5684,20,962,259,6,
2049396497,15251,Masaru Ishizuka,232,382,23,689,2,1,
2135752517,14304,Robert Ross,227,5436,21,819,333,11,
282921755,14815,Luc Van Hoorebeke,338,2354,21,846,290,5,
2167046150,17156,Takanori Saga,35,35,21,829,6,2,
2004349175,14854,Bettina Speckmann,261,2212,24,672,284,7,
2942445332,12476,Liang Li,2022,47557,32,363,193,5,
2110547101,14259,Kaiqi Huang,258,5714,20,965,707,11,
2174985400,11485,Trevor Darrell,584,82705,21,898,2731,15,
2116772828,14060,Heng Tao Shen,359,10067,24,637,772,12,
2013181858,17059,Bahador Saket,33,314,21,891,222,9,
2123564807,15139,Maria G. Martini,205,1601,30,397,158,7,
2511625672,16711,Peter A. Kara,53,228,31,379,117,6,
3206897746,15647,Jian Chen,98,1799,41,0,386,8,
